tt.term_brand,tt.term_mdl_code,tt.os,tt.model,tt.price,name
华为,BAH4-AL10,,NULL,NULL,
华为,BNE-LX1,,NULL,NULL,
华为,CTR-AL00,android,畅享50Pro ,1799,
华为,FIG-TL10,android,畅享7s,NULL,
华为,MT2-C00,android,?华为Mate 2,NULL,
小米科技,2015051,android,红米Note 2,NULL,
小米科技,2016102,android,红米Note 4,NULL,
小米科技,2209129SC,android,小米Civi 2,2566,
欧珀,PCKM00,android,Reno2,NULL,
欧珀,R8207,android,R821T,NULL,
步步高,V2066A,android,Y30g,1499,
步步高,V2282A,android,VIVO S17,2999,
步步高,V2353DA,NULL,NULL,NULL,
苹果,A2156,ios,Apple Watch Series 5,NULL,
荣耀,BMH-AN20,android,荣耀30,3295,
荣耀,CHL-AN00,android,荣耀 X20 SE,1794,
荣耀,KKG-AN70,android,荣耀 X30Max,2549,
荣耀,KNT-UL10,android,荣耀V8,NULL,
荣耀,TUM-L19,,NULL,NULL,
realme,RMX2151,android,其他,NULL,
三星,G9006V,android,GALAXY S5,NULL,
三星,G9009D,android,GALAXY S5,NULL,
三星,SGH-A777,android,其他,NULL,
三星,SGH-M610,NULL,NULL,NULL,
三星,SGH-R210S,android,其他,NULL,
三星,SM-G5309W,android,Galaxy Grand Prime,NULL,
华为,EVE-AL00,android,华为P9,NULL,
华为,HUAWEI G750-T01,android,荣耀3X畅玩版,NULL,
华为,MLD-AL10,android,其他,1049,
华为,SCMR-AL09,android,MatePad,NULL,
小米科技,M2001C3K3I,android,红米K30,649,
小米科技,M2003J15SC,android,红米Note 9,1477,
小米科技,M2011K2G,,NULL,NULL,
欧珀,OPPO T703,NULL,NULL,NULL,
欧珀,PAAT00,android,R15 梦境版,NULL,
步步高,V2036A,android,Vivo X60,NULL,
步步高,V2102A,android,iQOO U3x,NULL,
步步高,V2284A,android,VIVO S17e,3299,
步步高,vivo S12,android,S3,2666,
步步高,vivo X6D,android,X6,NULL,
步步高,vivo Y33,android,Y33,NULL,
步步高,vivo Y3t,android,Y51,NULL,
步步高,vivo Y51,android,Y51,NULL,
步步高,vivo Y79,android,Y79,NULL,
步步高,vivo Y83,android,Y83,NULL,
苹果,A2892,ios,iPhone 14 pro max,10024,
苹果,iA1662,NULL,NULL,NULL,
三星,GT-I9192,android,Galaxy Mega 6.3,1300,
三星,I8000T,android,其他,NULL,
三星,S5230,android,其他,NULL,
三星,SM-A3009,android,Galaxy A3,NULL,
三星,SM-A5360,android,三星Galaxy A54,3499,
三星,SM-G7109,android,Galaxy Grand 2,NULL,
华为,B882-66,android,其他,NULL,
华为,SHT-AL09,android,华为平板M5,NULL,
华为,TNN-AN00,android,畅享20,2449,
华为,U8230,NULL,NULL,NULL,
华为,VTR-L09,android,P10?,NULL,
小米科技,2015211,android,小米NOTE 2,NULL,
小米科技,2109119BC,android,Xiaomi Civi 1S,2599,
小米科技,2210129SG,,NULL,NULL,
小米科技,22101316UCP,android,Redmi Note 12 Pro+,2299,
小米科技,M1804C3DE,android,红米6,764,
欧珀,PHF110,android,C1230L,1699,
步步高,V1822T,android,其他,NULL,
步步高,V1831T,android,S1 pro,1336,
步步高,V2154A,android,Vivo Y76s,2716,
步步高,V2180GA,android,Vivo X80,999,
三星,GT-E1050,android,其他,NULL,
三星,GT-E1190,android,其他,NULL,
三星,GT-I9152P,android,Galaxy Mega Plus,NULL,
三星,SGH-I747,android,Galaxy S III,NULL,
三星,SGH-J630,NULL,NULL,NULL,
三星,SM-A2360,,NULL,NULL,
华为,BAH3-AL00,android,华为MatePad,NULL,
华为,EVA-TL00,android,P9,NULL,
华为,H112-372,android,其他,NULL,
华为,HUAWEI T5211,android,其他,NULL,
华为,HUAWEI T5900,android,其他,NULL,
华为,TET-AL00,android,华为 Mate X 2,18166,
小米科技,Xiaomi MI2C,NULL,NULL,NULL,
欧珀,PBBM30,android,A5,NULL,
欧珀,PCPT00,android,Reno3 Pro,1799,
欧珀,PDSM00,android,Reno5 Pro,3532,
欧珀,PGX110,android,一加 Ace 竞速版,3649,
步步高,V1922A,android,iQOO Pro,2989,
步步高,V2359A,android,iPhone 6,NULL,
realme,RMX3310,android,Realme GT Neo,2866,
三星,528,android,其他,NULL,
三星,A700FD,android,三星 Galaxy A7 SM-A700FD,NULL,
三星,B5210U,NULL,NULL,NULL,
三星,S3100,android,其他,NULL,
三星,S3600,android,其他,NULL,
三星,S5600V,android,其他,NULL,
三星,S8000U,NULL,NULL,NULL,
三星,SGH-H128(数据卡),NULL,NULL,NULL,
三星,SM-X205C,,NULL,NULL,
三星,U6,android,其他,NULL,
华为,HBP-AL00,android,nova 12,NULL,
华为,HUAWEI P7-L09,android,Ascend P7,929,
华为,HUAWEI T8808D,android,Ascend G306T,NULL,
华为,M2-803L,android,揽阅 M2,NULL,
小米科技,2201123G,,NULL,NULL,
欧珀,OPPO R801T,android,R803,NULL,
欧珀,OPPO R829T,android,R830,NULL,
步步高,BBK i188,NULL,NULL,NULL,
步步高,BBK i269,NULL,NULL,NULL,
步步高,BBK i589,NULL,NULL,NULL,
步步高,BBK i606,NULL,NULL,NULL,
步步高,V2069BA,android,其他,NULL,
步步高,vivo S7t,NULL,NULL,NULL,
苹果,iPhone X A1865,ios,荣耀X10,NULL,
荣耀,HJC-AN00,android,荣耀30,3295,
三星,GT-I9508V,android,Galaxy S4,1235,
三星,GT-S7272C,android,Galaxy Ace 3 ,430,
三星,SM-G3606,android,Galaxy Core Prime,NULL,
三星,SM-T355C,android,Galaxy Tab A 8.0,NULL,
三星,SM-W2022,android,其他,13780,
华为,F501 VERC,NULL,NULL,NULL,
华为,HUAWEI Y500-T00,android,其他,NULL,
华为,HUAWEI Y600-U20,NULL,NULL,NULL,
华为,NIK-AL00,android,华为儿童手表 4X,NULL,
华为,YAL-L21,android,Honor20 pro,NULL,
小米科技,M1810E5A,android,小米 MIX3,NULL,
欧珀,PENM00,android,其他,NULL,
步步高,i198,NULL,NULL,NULL,
步步高,i288,NULL,NULL,NULL,
步步高,i328,NULL,NULL,NULL,
步步高,vivo Y66i,android,Y66,NULL,
步步高,vivo Y75A,android,Y75s,NULL,
步步高,vivo Y83A,android,Y85,NULL,
步步高,vivo Y928,android,Y937,NULL,
苹果,iPhone 5C A1532(电信版),NULL,NULL,NULL,
荣耀,BKK-TL00,android,荣耀畅玩8C,NULL,
荣耀,ELZ-AN00,android,荣耀Magic3,4399,
realme,RMX3462,android,Realme V25,2099,
三星,SGH-S400i,android,其他,NULL,
三星,SM-G9280,android,Galaxy S6 Edge Plus,NULL,
三星,SM-N9109W,android,Galaxy Note 4,NULL,
三星,SM-N950F,android,Galaxy Note 8.0,NULL,
三星,SM-N950U,android,Galaxy Note 8.0,NULL,
三星,SM-W2014,android,SM-W2015,NULL,
华为,D2-5000,android,华为Ascend D2,NULL,
华为,DAV-703L,android,P8max,NULL,
华为,GLK_TL00,NULL,NULL,NULL,
华为,HUAWEI CAZ-AL10,android,nova,988,
华为,HUAWEI S8520,NULL,NULL,NULL,
华为,HUAWEI Y 220T,android,其他,NULL,
华为,HW-01E,android,华为HW-01E,NULL,
华为,MNA-AL00,android,其他,7155,
华为,U120L,NULL,NULL,NULL,
欧珀,OPPO R9s Plust,android,R9s,NULL,
欧珀,PCEM00,android,A9x,NULL,
步步高,V2133A,android,Vivo X70 Pro ,3399,
苹果,Iphone 3GS,NULL,NULL,NULL,
苹果,iPhone XR (A2105),ios,P40 Pro,3599,
荣耀,BKL-AL00,android,荣耀V10,NULL,
荣耀,HUAWEI TAG-AL00,android,畅享5S,NULL,
荣耀,JAT-TL00,android,荣耀畅玩8A,838,
三星,SGH-E340,NULL,NULL,NULL,
三星,SGH-E390,NULL,NULL,NULL,
三星,SM-T719C,android,Galaxy Tab S2,NULL,
华为,AGS3-AL00,android,其他,NULL,
华为,BZT-AL00,android,华为平板C5,NULL,
华为,HUAWEI C8817E,android,C8817E,NULL,
华为,HUAWEI CRR-UL20,android,Mate S,NULL,
华为,HUAWEI T1100,android,其他,NULL,
华为,HUAWEI T2311,android,其他,NULL,
华为,HUAWEI Y330-C00,NULL,NULL,NULL,
华为,MediaPad T1 8.0,android,MediaPad x1,NULL,
华为,Prototype,android,Ipad mini 2,NULL,
华为,SEA-TL10,android,Nova 5 Pro,2594,
华为,T201,android,其他,NULL,
小米科技,23054RA19C,android,Redmi Note 12T Pro,1832,
小米科技,M2001J2C,android,小米10 Pro,4630,
欧珀,OPPO R831K,NULL,NULL,NULL,
步步高,V1813A,android,Y97,NULL,
步步高,V1816T,android,X23,NULL,
步步高,V1818T,android,Y93,NULL,
步步高,V1932T,android,Y5S,NULL,
步步高,V2165A,android,Vivo Y33e 5G ,1399,
步步高,vivo X1St,android,X1,NULL,
苹果,A2633,ios,iPhone 13 (International),NULL,
三星,GT-E1101C,android,其他,NULL,
三星,GT-E1200R,android,其他,NULL,
三星,I8700,android,其他,NULL,
三星,SGH-X680v,NULL,NULL,NULL,
三星,SGH-i408,NULL,NULL,NULL,
三星,SGH-i458,NULL,NULL,NULL,
三星,SGH-i688,NULL,NULL,NULL,
三星,SGH-i728,NULL,NULL,NULL,
三星,SM-F700F/DS,android,Galaxy Z Flip,14395,
三星,SM-N750S,NULL,NULL,NULL,
华为,ATU-L22,android,Y6,NULL,
华为,HUAWEI G628-TL00,android,G628,NULL,
华为,LYA-TL00,android,其他,NULL,
华为,P7-L05,android,Ascend P7,NULL,
华为,SPN_TL00,NULL,NULL,NULL,
华为,Y511,android,Y511,NULL,
华为,Y610-U00,android,其他,NULL,
小米科技,2016002,android,小米MAX,NULL,
小米科技,2016007,android,小米MAX,NULL,
小米科技,22041219C,android,Redmi Note 11E,1249,
小米科技,23117RK66C,,NULL,NULL,
欧珀,A1601,android,F1S,NULL,
欧珀,N5117,android,其他,NULL,
欧珀,PECM30,android,A53 5G,1532,
步步高,V2243A,android,vivo S16,4409,
步步高,vivo Y11i T,android,?vivo Y11,NULL,
苹果,A1662,ios,iPad Pro,NULL,
荣耀,ATH-AL00,android,荣耀7i,NULL,
realme,RMX3019,NULL,NULL,NULL,
realme,RMX3636,,NULL,NULL,
realme,RMX3690,,NULL,NULL,
realme,RMX3780,,NULL,NULL,
realme,RMX3823,android,荣耀50 Pro,NULL,
realme,RMX3843,,NULL,NULL,
realme,RMX3852,NULL,NULL,NULL,
realme,RMX3992,NULL,NULL,NULL,
三星,GT-I9308I,android,Galaxy S3 Neo+,NULL,
三星,GT-P5200,android,Galaxy Tab 3 10.1,NULL,
三星,I9205,android,GALAXY S Duos,1990,
三星,SGH-A707C,NULL,NULL,NULL,
三星,SGH-F278i,NULL,NULL,NULL,
三星,SGH-J700I_T,android,其他,NULL,
三星,SM-G3588V,android,Galaxy Core Lite 4G,NULL,
三星,SM-J5008,android,其他,NULL,
三星,SM-T705C,android,Galaxy Tab S,NULL,
华为,ME909s-821P,NULL,NULL,NULL,
华为,OCE-AL50,android,华为Mate40,4649,
华为,RNA-AN00,android,荣耀 50 Pro,3849,
小米科技,M1803E1A,android,红米6,764,
小米科技,M2007J17G,android,小米 10T Lite,NULL,
欧珀,A53fw,NULL,NULL,NULL,
欧珀,PHM110,android,Find N3,2732,
步步高,V1818EA,android,其他,NULL,
步步高,Y29L,android,其他,NULL,
苹果,A1920,ios,iPhone XS MAX,NULL,
苹果,iPhone 6 A1549,ios,iPhone 5S ,NULL,
荣耀,G621-TL00,android,荣耀畅玩4,NULL,
荣耀,TFY-AN00,android,荣耀 Play6T Pro 5G,1666,
荣耀,TNA-AN00,android,荣耀 60 Pro,3849,
三星,E1070C,android,其他,NULL,
三星,E1070M,android,其他,NULL,
三星,E1110C,android,其他,NULL,
三星,E400,android,Optimus L3,NULL,
三星,GT-I8558,android,Galaxy Win,NULL,
三星,GT-S5830i,NULL,NULL,NULL,
三星,SGH-I900L,android,其他,NULL,
三星,SGH-I900V,android,其他,NULL,
三星,SGH-Z508,android,其他,NULL,
三星,SM-A7070,android,Galaxy A70s,NULL,
三星,SM-G9700,android,Galaxy S10,NULL,
三星,SM-G970N,android,Galaxy S10,NULL,
华为,BLL-L22,android,GR5,NULL,
华为,CTR-AL20,ANDROID,DOOV X15pro,NULL,
华为,PIC-AL00,android,Nova 2,NULL,
小米科技,2013061,android,小米3,NULL,
小米科技,M1903F11C,android,小米9T Pro,2765,
小米科技,M2006J10G,android,红米 K30 Ultra,NULL,
小米科技,MEE7,android,红米Note5,NULL,
小米科技,MI MI-ONE C1,NULL,NULL,NULL,
欧珀,E21W,android,OPPO E21W,NULL,
欧珀,OPPO R7sm,android,R7s Plus,NULL,
欧珀,PCRM00,android,Reno3 Pro,3666,
步步高,S6,android,中兴 S6 PLUS,NULL,
步步高,V1934T,NULL,NULL,NULL,
步步高,vivo Y31L,NULL,NULL,NULL,
步步高,vivo Y55n,NULL,NULL,NULL,
荣耀,HOL-U10,NULL,NULL,NULL,
荣耀,JSN-AL00a,android,荣耀8X,NULL,
荣耀,NEM-TL00H,android,荣耀畅玩5C,NULL,
三星,B7732,android,GT-B7732,NULL,
三星,SM-A146P/DSN,,NULL,NULL,
三星,SM-A207F/DS,android,Galaxy A20s,NULL,
三星,SM-G3589W,android,Galaxy Core Prime,NULL,
华为,BZC-AL00,android,其他,NULL,
华为,ETS1160,android,其他,NULL,
华为,ETS3023,android,其他,NULL,
华为,ETS312A,android,其他,NULL,
华为,HUAWEI T8500,NULL,NULL,NULL,
华为,HUAWEI VNS-DL00,android,G9 青春版,NULL,
华为,HUAWEI Y310-T10,android,Y310,NULL,
小米科技,HMNote8M1906G7E,android,iPhone XS,1869,
小米科技,M1808D2TT,android,小米 MIX3,NULL,
欧珀,OPPO A59tm,NULL,NULL,NULL,
欧珀,PCDM00,android,Reno Z,1499,
步步高,V2244A,android,vivo S16 Pro,2874,
步步高,V312,android,其他,NULL,
步步高,vivo 1721,NULL,NULL,NULL,
步步高,vivo 1726,NULL,NULL,NULL,
步步高,vivo 1906,NULL,NULL,NULL,
步步高,vivo 1915,NULL,NULL,NULL,
步步高,vivo 1938,NULL,NULL,NULL,
步步高,vivo X5Pro D,android,X5Pro,NULL,
苹果,A2859,ios,watch,NULL,
荣耀,KOB-L09,android,华为平板M3（平板电脑）,NULL,
荣耀,NZA-AL00,android,其他,1299,
荣耀,VNE-LX2,,NULL,NULL,
三星,B7610,NULL,NULL,NULL,
三星,GT-I9008,android,Galaxy S,NULL,
三星,S5620,NULL,NULL,NULL,
三星,S5750E,NULL,NULL,NULL,
三星,SCH-I545,NULL,NULL,NULL,
三星,SGH-I718+,android,其他,NULL,
三星,SGH-X108,android,其他,NULL,
三星,SGH-X478,android,其他,NULL,
三星,SGH-X518,android,其他,NULL,
三星,SGH-X568,android,其他,NULL,
三星,SGH-X608,android,其他,NULL,
三星,SGH-X658,android,其他,NULL,
三星,SGH-X838,android,其他,NULL,
三星,SM-G8850,android,Galaxy A8S,NULL,
华为,BLA-AL00,android,Mate 10 pro,NULL,
华为,EM310,android,其他,NULL,
华为,GLL-AL01,,NULL,NULL,
华为,HUAWEI G700-T00,android,G700,NULL,
华为,WAS-LX1A,android,P10 Lite,NULL,
小米科技,M2007J22C,android,红米Note10,1342,
小米科技,MI MI-ONE Plus,NULL,NULL,NULL,
欧珀,A129,android,其他,NULL,
欧珀,A615,android,其他,NULL,
欧珀,OPPO A31u,android,A33,NULL,
欧珀,OPPO A33t,android,A37,NULL,
欧珀,PBCT10,android,其他,1099,
步步高,V1820T,NULL,NULL,NULL,
步步高,V2045A,android,Vivo X60,3266,
苹果,iPhone 5S A1518,NULL,NULL,NULL,
苹果,iPhone 8 A1907,NULL,NULL,NULL,
荣耀,ADT-AN00,android,荣耀X40GT,2099,
荣耀,KRJ2-AN00,,NULL,NULL,
三星,GT-B7702,android,其他,NULL,
三星,GT-S6888,android,其他,NULL,
三星,GT-S7508,android,其他,NULL,
三星,SHW-M110S,android,Galaxy S,NULL,
三星,SM-A505U,android,Galaxy A50,NULL,
三星,SM-T111,android,其他,NULL,
华为,HUAWEI ET5321s,NULL,NULL,NULL,
华为,HUAWEI T5700,NULL,NULL,NULL,
华为,KOZ-AL40,android,荣耀 Play 5 T,1199,
华为,PLE-703L,android,其他,NULL,
华为,XD22,NULL,NULL,NULL,
小米科技,2015116,android,红米Note 3,850,
小米科技,2015562,android,红米Note 3,850,
小米科技,HMK20ProM1903F11A,android,荣耀30,2765,
小米科技,M1803D5XA,android,小米MIX2S,NULL,
小米科技,MDE6S,android,红米 Note5,NULL,
欧珀,CPH1729,android,A83,NULL,
欧珀,CPH1879,android,R17,NULL,
欧珀,CPH1901,android,A7,NULL,
欧珀,CPH2061,android,A92,NULL,
步步高,V2218A,android,vivo Y77,5499,
步步高,vivo X7Plus,android,X7 Plus,NULL,
苹果,A2430,,NULL,NULL,
苹果,A2462,,NULL,NULL,
苹果,A2476,,NULL,NULL,
苹果,A2782,,NULL,NULL,
苹果,A2886,,NULL,NULL,
苹果,A2985,,NULL,NULL,
苹果,A3105,,NULL,NULL,
苹果,iPhone 5C A1529,NULL,NULL,NULL,
荣耀,AGT-AN00,android,荣耀80 GT,3399,
荣耀,EBG-AN00,android,荣耀30 Pro,4199,
三星,GT-B6520,android,Omnia Pro 5,NULL,
三星,GT-S7568I,android,其他,NULL,
三星,N9002,android,Galaxy Note3,NULL,
三星,SGH-D908i,android,其他,NULL,
三星,SGH-V208,android,其他,NULL,
三星,SM-G5520,android,Galaxy On5,NULL,
三星,SM-G5700,android,Galaxy On5,NULL,
三星,SM-G935R4,android,Galaxy S7,NULL,
三星,SM-G9600/DS,android,Galaxy S9,NULL,
三星,SM-W7023,android,Galaxy Tab Pro S,6723,
华为,ARS-TL00,android,畅享MAX,NULL,
华为,HUAWEI MLA-UL00,android,G9 Plus,NULL,
华为,JDN2-AL00,android,华为平板M5青春版,NULL,
华为,MAR-LX2,android,P30 lite,NULL,
华为,PPA-AL20,android,其他,1399,
华为,SLA-TL10,android,畅享7,NULL,
华为,TAH-N29m,NULL,NULL,NULL,
小米科技,2203129G,,NULL,NULL,
小米科技,M2012K11G,,NULL,NULL,
欧珀,PGIM10,android,OPPO K10 Pro 5G,2832,
步步高,V1813BT,android,Z3,NULL,
步步高,V1818CT,android,Y93S,NULL,
步步高,V1824BA,android,X27,NULL,
步步高,V2314A,android,其他,1832,
步步高,V2352A,android,Y200i,NULL,
苹果,A2219,ios,iPhone 11 pro max,4799,
荣耀,BLN-AL30,android,荣耀畅玩6X,NULL,
荣耀,PGT-AN00,android,荣耀Magic5Pro,4549,
荣耀,PLK-UL00,android,其他,NULL,
realme,RMX3092,android,Realme V15,NULL,
realme,RMX3461,android,Realme Q3t,NULL,
realme,RMX3478,android,Realme GT2,NULL,
三星,GT-I9128E,android,Galaxy Grand,NULL,
三星,SGH-M320L,NULL,NULL,NULL,
三星,SM-A205U,android,Galaxy A20,NULL,
华为,D2-0082,android,D2,NULL,
华为,DBY2Z-AL00,,NULL,NULL,
华为,EVA-DL00,android,P9,NULL,
华为,G730-U30,android,Ascend G730,NULL,
华为,HUAWEI T2211,NULL,NULL,NULL,
华为,K2-G01,,NULL,NULL,
华为,OCE-NX9,android,其他,NULL,
华为,POT-AL10,android,华为P Smart,1599,
华为,U9500,android,Huawei Ascend D1 XL,NULL,
欧珀,CPH1723,android,Find 5,NULL,
欧珀,PJJ110,,NULL,NULL,
步步高,X5S L,android,其他,NULL,
苹果,A2639,ios,iPhone 13 Pro Max,8743,
荣耀,FRD-TL00,android,华为 荣耀8移动版,NULL,
荣耀,YAL-TL00,android,荣耀 荣耀20移动4G+,NULL,
三星,S7530E,android,其他,NULL,
三星,SGH-S200,android,其他,NULL,
三星,SGH-T100,android,其他,NULL,
三星,SM-G355H,android,Galaxy Core 2,NULL,
三星,SM-G9008W,android,Galaxy S5,NULL,
三星,SM-G900FD,android,Galaxy S5,NULL,
三星,SM-G900W8,android,Galaxy S5,NULL,
三星,SM-J7008,android,Galaxy J7,NULL,
华为,HUAWEI CRR-TL00,NULL,NULL,NULL,
华为,HUAWEI G6-C00,android,G6,NULL,
华为,HUAWEI MLA-TL00,android,G9 Plus,NULL,
华为,MAR-LX1M,android,P30 lite,NULL,
华为,WS7290,NULL,NULL,NULL,
小米科技,M2102K1AC,android,小米11 Ultra,4022,
欧珀,CPH2213,,NULL,NULL,
欧珀,CPH2349,,NULL,NULL,
欧珀,CPH2371,,NULL,NULL,
步步高,V2120A,android,Vivo S10 Pro,NULL,
苹果,iPhone SE (A1662),ios,iPhone 7 Plus ,NULL,
苹果,iPhone X A1902,ios,iPhone XS ,NULL,
荣耀,BMH_AN20,android,Galaxy Z Flip4,NULL,
荣耀,HRY-LX1,android,Honor 10 Lite,NULL,
荣耀,VNE-AN00,android,荣耀 Play6C,1249,
realme,RMX3740,android,Realme 11,2432,
三星,GT-S6102E,android,Galaxy Y Duos,NULL,
三星,I939D,android,Galaxy S3,NULL,
三星,N7505,android,GALAXY Note3 lite,NULL,
三星,SGH-M130L,NULL,NULL,NULL,
三星,SM-A730F/DS,android,GALAXY A7,NULL,
华为,EVA-CL00,android,P9,NULL,
华为,G630-U00,android,Prototype,NULL,
华为,HUAWEI G700-U20,NULL,NULL,NULL,
华为,HUAWEI T1202,NULL,NULL,NULL,
华为,JAT-LX3,android,荣耀8A,NULL,
华为,SEA-TL00,android,Nova 5 Pro,NULL,
华为,T155,NULL,NULL,NULL,
华为,Vodafone 830,NULL,NULL,NULL,
欧珀,OPPO A100,NULL,NULL,NULL,
欧珀,OPPO A105,NULL,NULL,NULL,
欧珀,OPPO A209,NULL,NULL,NULL,
欧珀,OPPO A93,NULL,NULL,NULL,
欧珀,PEGT10,android,Oppo A93,2849,
步步高,V2024,,NULL,NULL,
步步高,V2029,,NULL,NULL,
步步高,V2038,,NULL,NULL,
步步高,V2105,,NULL,NULL,
步步高,V2213,,NULL,NULL,
步步高,vivo X6Plus D,android,X6 Plus,NULL,
步步高,vivo Y66i A,android,Y66,NULL,
苹果,A2634,ios,iPhone 13 Pro,6083,
三星,C5130U,NULL,NULL,NULL,
三星,E1150C,NULL,NULL,NULL,
三星,GT-S3850,android,S3850,NULL,
三星,I8530,android,Galaxy Beam),NULL,
三星,SGH-R200,android,其他,NULL,
三星,SHW-M420S,android,其他,NULL,
三星,SM-A5160,android,Galaxy A51,2299,
华为,EDI-DL00,android,荣耀Note8,NULL,
华为,T8500,android,其他,NULL,
小米科技,21121210C,android,Redmi K50 电竞版,3599,
小米科技,M1803E7SG,android,红米Note5,NULL,
小米科技,M1903F10I,android,红米K20,2119,
小米科技,M1906G7T,android,红米Note8,1869,
小米科技,M1910F4I,android,小米Note 10 Pro,NULL,
小米科技,M2007J20CI,android,红米 Note 9,2011,
欧珀,PGBM10,android,OPPO K9x,2732,
步步高,V2023EA,android,iQOO 5,NULL,
步步高,V2314DA,android,真我GT Neo6 SE,NULL,
苹果,A2199,ios,iPad 7,NULL,
荣耀,PE-TL10,android,荣耀6 Plus,NULL,
荣耀,RKY-AN00,android,荣耀Play7T,1399,
荣耀,RMO-AN00,android,其他,NULL,
荣耀,RVL-AL09,android,其他,NULL,
三星,GT-I9105,android,其他,NULL,
三星,SGH-E848i,android,其他,NULL,
三星,SM-A6050,android,Galaxy A9 star,NULL,
华为,ADA-AL00U,,NULL,NULL,
华为,BLA-L29,android,Mate 10 pro,NULL,
华为,DIG-TL10,android,畅享6S,NULL,
华为,EVA-AL10,android,P9,NULL,
华为,F317,android,其他,NULL,
华为,F362,android,其他,NULL,
华为,F501,android,其他,NULL,
华为,F560,android,其他,NULL,
华为,HLK-AL00,android,荣耀9X,NULL,
华为,HUAWEI ALE-UL00,android,P8 青春版,NULL,
华为,HUAWEI Y325-T00,android,Y325,NULL,
华为,MED-TL00,android,畅享10e,1099,
小米科技,2109119DG,,NULL,NULL,
欧珀,PEQM00,android,其他,2899,
步步高,Y17W,NULL,NULL,NULL,
步步高,Y27,android,其他,NULL,
荣耀,HJC-TN00,android,荣耀30,3295,
荣耀,LGE-AN20,android,荣耀 Magic4 至臻版,7999,
荣耀,NEW-AN90,android,其他,1899,
三星,GT-C5530,android,其他,NULL,
三星,GT-I9190,android,Galaxy S4 Mini,1950,
三星,SCH-W709,android,Samsung SCH-W780 ,NULL,
三星,SGH-N500,android,其他,NULL,
三星,SGH-P738,android,其他,NULL,
三星,SGH-Z240,NULL,NULL,NULL,
三星,SGH-Z540v,NULL,NULL,NULL,
三星,SHW-M190S,android,其他,NULL,
三星,SM-E7000,android,Galaxy E7,NULL,
华为,G525-U00,android,G525,NULL,
华为,MHA-TL00,android,其他,2599,
小米科技,2016033,android,红米3S,NULL,
小米科技,2016060,android,红米4,599,
小米科技,2211133C,android,小米13,4474,
小米科技,M1804D2ST,android,小米 Max3,NULL,
小米科技,M1903F11A,android,红米 K20 pro,2765,
小米科技,M1906G7G,android,红米 Note7 Pro,NULL,
欧珀,PECT30,android,Oppo Find X3,1532,
步步高,BBK V206,NULL,NULL,NULL,
步步高,V1916A,android,Z5X,2989,
步步高,V2203A,android,S15 Pro,NULL,
步步高,V2317A,ANDROID,其他,NULL,
苹果,A2638,ios,iPhone 13 Pro (Global),NULL,
荣耀,Che1-CL10,android,荣耀畅玩4X,NULL,
荣耀,VER-AN00,android,HONOR MAGIC V2,NULL,
荣耀,WDY-AN00,android,其他,1599,
三星,708SC,NULL,NULL,NULL,
三星,SCH-W270,android,其他,NULL,
三星,SCH-W289,android,其他,NULL,
三星,SCH-W379,android,其他,NULL,
三星,SCH-W699,android,其他,NULL,
三星,SHV-E330L,android,Galaxy S4,1235,
三星,Samsung SM-N910L,NULL,NULL,NULL,
华为,HUAWEI ALE-TL00,android,P8 青春版,NULL,
华为,HUAWEI CAZ-TL10,android,nova,988,
华为,HUAWEI GRA-UL00,android,P8,NULL,
华为,HUAWEI RIO-UL00,android,G7 Plus,NULL,
华为,MYA-L41,android,其他,NULL,
华为,PPA-LX2,,NULL,NULL,
小米科技,M1904F3BC,android,CC9,1528,
小米科技,M2012K11AC,android,Redmi K40 Pro,1924,
欧珀,OPPO R7 Plusc,NULL,NULL,NULL,
欧珀,OPPO R7 Plusm,NULL,NULL,NULL,
欧珀,PESM10,android,OPPO Find N,1599,
欧珀,PJB110,,NULL,NULL,
步步高,K039,android,其他,NULL,
步步高,K098,android,其他,NULL,
步步高,K101,android,其他,NULL,
步步高,V2307A,,NULL,NULL,
步步高,V2334A,,NULL,NULL,
步步高,V2339A,,NULL,NULL,
步步高,V2343A,NULL,NULL,NULL,
步步高,V2357A,NULL,NULL,NULL,
步步高,vivo E5,NULL,NULL,NULL,
步步高,vivo S1,NULL,NULL,NULL,
步步高,vivo X1,NULL,NULL,NULL,
苹果,A2398,ios,iPhone 12 mini ,3666,
荣耀,BKK-AL10,android,荣耀畅玩8C,NULL,
荣耀,HUAWEI TAG-TL00,android,畅享5S,NULL,
荣耀,PE-TL00M,android,荣耀6 Plus,NULL,
三星,GT-C3752,android,其他,NULL,
三星,SGH-M618,android,其他,NULL,
三星,SGH-U900L,,NULL,NULL,
三星,SM-G5108Q,android,Galaxy Core Max,NULL,
三星,SM-P355C,android,Galaxy Tab A,NULL,
华为,ADY-AL10,NULL,NULL,NULL,
华为,ANG-LX1,,NULL,NULL,
华为,FRI-AN10,android,荣耀MagicV2,9499,
华为,HUAWEI G630-T00,android,其他,NULL,
华为,KOZ-AL00CM,android,荣耀畅玩20,1132,
华为,NEO-AL10,android,其他,NULL,
小米科技,2015011,android,红米Note,NULL,
小米科技,2015052,android,小米4C,NULL,
小米科技,2015561,android,小米4C,NULL,
小米科技,2015911,android,小米4S,NULL,
小米科技,2210132C,android,小米13 pro,5624,
欧珀,PFFM10,android,OPPO Find X5 Pro,NULL,
